datetime,title,house_type,price,acreage,district,city,bedrooms,wc,house_direction,balcony_direction,description
2023-06-01 14:48:33,Bán nhà Định Công Hạ Hoàng Mai 35m2 x 3T chỉ hơn 3 tỷ,Nhà riêng,3.75,35,Hoàng Mai,Hà Nội,4,3,,,"- cần bán gấp căn nhà trong ngõ  đường Định Công Hạ quận Hoàng Mai Hà Nội
- diện tích 35m2 mặt tiền 4,2m
hiện trạng 3 tầng đủ, công năng đầy đủ cho hộ gia đình nhiều người ở, chi tiết:
   + T1: PK + để xe + Bếp + WC
   + T2,3: 4PN + 2WC + 2 Ban công
`- sổ đỏ đẹp, nở hậu
- giá thương lượng: 3,75 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"
2023-06-01 10:26:11,NHÀ ĐẸP TẠI BÌNH THẠNH - 2 TẦNG - 26M2 - 4.15 TỶ,Nhà,,26,Bình Thạnh,TP Hồ Chí Minh,2,2,,,"CHỦ CẦN RA HÀNG GẤP, GIẢM 150 TRIỆU CÒN 4 TỶ
Mô tả:
- Đường trước nhà: 4.1m.
- Kết cấu: 1 trệt, 1 lầu, 2PN, 2WC.
- Công năng: Mua ở hoặc đầu tư kinh doanh cho thuê.
- Pháp lý: Sổ hồng riêng."
2023-06-01 11:06:04,"Hoa Hậu Phân Lô, Quận Thanh Xuân, Thang Máy, 3 bước ra oto. 45m x6T.MT4m",Nhà riêng,7.18,45,Thanh Xuân,Hà Nội,4,5,,,"+ Cần bán căn nhà tại phố Lê Trọng Tấn, Quận Thanh Xuân. phố phân lô quân đội. dân trí tướng tá cấp cao văn minh, an ninh tốt, an sinh đỉnh cao. đường trước nhà rộng thênh thang. gần oto.
+ nhà xây dựng khung cột chắc chắn, xây mới koong. thang máy nhập ngoại chạy vù vù. khách chỉ việc về ở tận hưởng cuộc sống. chủ nhà tặng toàn bộ nội thất sang, sịn, mịn.
+kết nôi nhiều phố vip như : Hoàng Văn Thái, Tô Vĩnh DIện, Nguyễn Ngọc Nại, Cù Chính Lan, Lê Trọng Tấn, Nguyễn Viết Xuân
+ giá chào 7,x tỷ(Thương lượng Mạnh). 
+ Sổ đỏ chính chủ, pháp lý chuẩn. khách đến là sang tên.
Liên hệ trực tiếp E Vũ 0333040265. Xem nhà và Gặp Chính chủ
(Chuyên Thanh Xuân)."
2023-06-01 11:27:49,"Bán nhà 41m2 đường ô tô SHR thổ cư đường ô tô (P. Tân Vạn) chỉ 1,3 tỉ",Nhà riêng,1.3,41,Biên Hòa,Đồng Nai,2,,,,"???????? Bán nhà 41m2 đường ô tô SHR thổ cư đường ô tô (P. Tân Vạn)
+ Vị trí: Gần uỷ ban,chợ,cách đường Bùi Hữu Nghĩa khoảng 60m
+ Diện tích: 3x10m (nở hậu 5.2m)
+ Sổ hồng riêng thổ cư 100%
+ Nhà gác lửng xây dựng kiên cố gồm: 1 phòng khách,2 phòng ngủ, tolet,nhà bếp đường ô tô vào tận nhà"
2023-06-01 11:31:19,"Cần bán gấp nhà 1 trệt 2 lầu mới xây, 54m2  4PN - 3WC, sổ hồng hoàn công, giá 4 tỷ 9 TL mạnh",Nhà riêng,4.9,54,Quận 9,TP Hồ Chí Minh,4,3,,,"Bán Căn Nhà Phố 1 Trệt 2 Lầu vừa xây mới tại Hẻm 230 Lò Lu,P.Trường Thạnh Quận 9 

Nhà có Vị trí gần VinHomes Q9, ĐH FPT,Samsung,Khu Công Nghệ Cao 
Nhà DT Đất 55m2 ( 4x13.7m2 ) 
Thiết kế:  4PN - 3WC, sân trước, sân sau thoáng 

Sổ Hồng riêng,hoàn công đầy đủ
 đường nhựa 6m, xe ôtô đổ trong nhà, Dân cư dân trí cao
Nhà Thiết Kế hiện đại, đẹp và rất thoáng mát

Giá bán 4,9 tỷ thương lượng mạnh
Nhà hướng Tây Tứ Trạch
LH 0388668882 gặp Tâm ( ZALO )"
2023-06-01 11:40:58,Bán nhà 90m2 đường ô tô SHR thổ cư đường ô tô (P. Bửu Hoà) chỉ 2 tỉ,Nhà riêng,2.0,90,Biên Hòa,Đồng Nai,2,,,,"???????? Bán nhà 90m2 đường ô tô SHR thổ cư đường ô tô (P. Bửu Hoà)
+ Vị trí: Gần chợ đồn cách đường Bùi Hữu Nghĩa khoảng 100m
+ Diện tích: 6x15m (90m2)
+ Sổ hồng riêng thổ cư 100%
+ Nhà cấp bốn xây dựng kiên cố gồm: 1 phòng khách,2 phòng ngủ, tolet,nhà bếp đường ô tô chạy thoải mái"
2023-06-01 11:42:45,"Nhà 2 tầng, Phú Lương Hà Đông, Hà Nội",Nhà riêng,0.00155,30,Hà Đông,Hà Nội,2,2,Đông,Đông,"bán nhà 2 tầng, phường Phú Lương, Hà Đông,giá 1ty550tr"
2023-06-01 12:06:26,"Hoa Hậu phân Lô, Quận Thanh Xuân, Oto chánh, lô góc. 68m x4 tầng MT5m",Nhà riêng,10.6,68,Thanh Xuân,Hà Nội,4,3,,,"+ Vị trí rất đẹp của Quận Thanh Xuân. khu phân lô quân đội. dân trí văn minh, an ninh đỉnh cao. Ngõ oto chánh, 7 chỗ vào nhà. Ngõ thông nhiều nơi, giao thông thuận tiện. nhà lô góc 2 mặt thoáng, oto đều qua lại được.
+ với dtsd 68m x4 tầng, MT5m. chủ nhà cán bộ nhà nước, tự tay giám sát nhà xây dựng thiết kế tỉ mỉ, khung cột, móng nhà chắc chắn. nay muốn bán nhà để chia cho các con, vê quê an dưỡng tuổi già 
+ Giao thông thuận tiện kết nối phố : Nguyễn Ngọc Nại, Hoàng văn Thái, Cù Chính Lan, Nguyễn Viết Xuân, Lê Trọng Tấn, Khương Trung, Ngã Tư Sở…..
+ Sổ đỏ chính chủ sẵn sàng giao dịch.
+ Giá: 10.x tỷ (Thương Lượng Mạnh).
Liên hệ E Vũ 0333040265 để xem nhà, làm việc chính chủ,"
2023-06-01 12:14:59,2.8 Tỷ Diện Tích 60m2 Nhà 3 Tầng Đường Ngô Quyền Sơn Trà.,Nhà riêng,2.8,60,Sơn Trà,Đà Nẵng,,,,,"2.8 Tỷ Diện Tích 60m2 Nhà 3 Tầng Đường Ngô Quyền Sơn Trà.
Chào bán nhà 3 tầng kiệt Ngô Quyền Sơn Trà Đà Nẵng.
+ Nhà đối diện Vincom kiệt thông ra Trần Hưng Đạo ngay gần Cầu quay Sông Hàn.
+ Nhà còn mới đẹp thoáng mát dọn về ở ngay .
 + Nhà gồm 2 phòng ngủ công năng đủ.
+ Vị trí ngay trung tâm tiện ích xung quanh không thiếu thứ gì.
+ Khu dân cư dân trí hàng xóm thân thiện an ninh cực tốt.
+ Pháp lý chuẩn sổ hồng chính chủ công chứng ngay.
+ Chủ nhà thân  thiện bán mong gặp khách thiện chí làm việc nhanh gọn
+ Khách quan tâm gọi ngay Minh Nhà Phố xem nhà làm việc chính chủ.
+ Cảm ơn anh, chị, em đã xem tin,"
2023-06-01 14:01:38,"Bán nhà mặt ngõ 211 Khương Trung, 38m, 6 tầng. Giá: 5.3 tỷ",Nhà riêng,5.3,36,Thanh Xuân,Hà Nội,9,,,,"""Bán nhà mặt ngõ 211 Khương Trung, 38m, 6 tầng. Giá: 5.3 tỷ
Nhà mặt ngõ 211 Khương Trung, đường ô tô tranh, thông ra Đầm Hồng - Hoàng Văn Thái - Bùi Xương Trạch
Diện tích 38m, nhà 6 tầng, vừa ở vừa kinh doanh.
Nhà thiết kế tổng 9 phòng cho thuê doanh thu 300tr/ năm
Tiện ích xung quanh không thiếu thứ gì, gần trường học các cấp, chợ, TTTM...
Nhà thích hợp cho khách mua giữa tiền, kinh doanh căn hộ cho thuê
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 5.3 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-06-01 14:06:23,"Bán nhà phố Hoàng Văn Thái, Thanh Xuân 36m, 2 tầng. Giá: 4.35 tỷ",Nhà riêng,4.35,36,Thanh Xuân,Hà Nội,2,,,,"""Bán nhà phố Hoàng Văn Thái, Thanh Xuân 36m, 2 tầng. Giá: 4.35 tỷ
Bán nhà phố Hoàng Văn Thái, nhà thuộc khu phân lô quân đội, 2 mặt thoáng, cách mặt phố 30m.
Nhà 2 tầng xác định bán đất, chủ mới về ở luôn hoặc xây nhà 5 tầng/.
Tiện ích bạt ngàn gần chợ, trường học các cấp, giao thông rất thuận tiện gần các tuyến phố Lê Trọng Tấn, Tô Vĩnh Diện, Vương Thừa Vũ
Khu vực sân trí, an ninh tốt, giao thông thuận lợi
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 4.35 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-06-01 14:14:28,"Bán Nhà Riêng Gò Vấp, Phường 5, Huỳnh Khương An, 3 Tầng, 3PN, Gần Chợ Gò Vấp",Nhà riêng,4.85,35,Gò Vấp,TP Hồ Chí Minh,3,3,,,"Bán Nhà Gò Vấp.
Mô tả:
- Kết cấu BTCT 3 tầng 3PN 3WC, sân thượng, nội thất đầy đủ, vào ở ngay.
- Qua Bình Thạnh, Phú Nhuận, Thủ Đức vài phút chạy xe.
- Vị trí ngay Vòng xoay Lê Quang Định, Phạm Văn Đồng, chợ Gò Vấp, tiện ích bủa vây, cách mặt tiền vài căn, trước nhà có khoảng sân rộng để xe.
- Pháp lý chuẩn sổ vuông vức như A4, hoàn công đầy đủ, sổ hồng chính chủ, công chứng nhanh trong ngày.
- Gọi ngay 0935610440 (Zalo) Mr Vinh xem nhà, đất trực tiếp.
- Bất động sản nhà phố Sài Gòn - Nhà đất giá rẻ - Gặp Chính Chủ Thương Lượng
#batdongsannhaphosaigon"
2023-06-01 14:14:41,"Bán nhà ngõ 29 Khương Hạ, Thanh Xuân 42m, 5 tầng. Giá: 5.75 tỷ",Nhà riêng,5.75,42,Thanh Xuân,Hà Nội,4,,,,"""Bán nhà ngõ 29 Khương Hạ, Thanh Xuân 42m, 5 tầng. Giá: 5.75 tỷ
Bán nhà ngõ 29 Khươn Hạ, nhà vị trí đẹp, mặt ngõ kinh doanh, thông Vũ Tông Phan, giao thông thuận tiện
Diện tích 42m, nhà 5 tầng đầy đủ tiện nghi, vừa ở vừa kinh doanh
Thiết kế:
-Tầng 1: Phòng bếp, để xe.
-Tầng 2: Phòng khách.
-Tầng 3,4: Mỗi tầng 2 phòng ngủ, WC.
-Tầng 5: Phòng thờ và sân phơi.
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 5.75 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-06-01 14:15:09,"Bán nhà 1 tầng mặt đường Lý Thường Kiệt, Hồng Bàng, Hải Phòng 50m2 buôn bán sầm uất",Nhà mặt phố,8.3,50,Hồng Bàng,Hải Phòng,1,1,Nam,,"???? Bán nhà tầng 1 mặt đường Lý Thường Kiệt, Hồng Bàng, Hải Phòng
???? LH Mrs Tâm: 0796-336-866
Địa chỉ:  Lý Thường Kiệt, Phan Bội Châu, Hồng Bàng, Hải Phòng

???? Thông số:
- Diện tích: 50m2.
- Ngang: 4,5m.
- Hướng: Nam
- Đường: 10m

???? Pháp lý rõ ràng, Sổ đỏ chính chủ

???? Giá: 8,3 tỷ( TT cho khách thiện chí)

???? Nhà tầng 1 nằm ngay chợ Tam Bạc, kinh doanh buôn bán tấp nập.

???? Mọi thông tin chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng."
2023-06-01 14:18:47,"Bán nhà phố Cự Lộc, Thanh Xuân 56m, 4 tầng. Giá: 5.45 tỷ",Nhà riêng,5.45,56,Thanh Xuân,Hà Nội,4,,,,"""Bán nhà phố Cự Lộc, Thanh Xuân 56m, 4 tầng. Giá: 5.45 tỷ
Bán nhà phố Cự Lộc, nhà 4 tầng đầy đủ tiện nghi, về ở ngay
Nhà vị trí đẹp, nằm trên mặt ngõ đẹp nhất phố Cự Lộc, kinh doanh tấp nập, cách mặt phố Cự Lộc 30m
Đường trước nhà xe 3 gác tránh, đi từ Nguyễn Trãi hoặc Quan Nhân vào đều thuận tiện
Cách Royal City vài chục mét, Tiện ích không thiếu thứ gì, gần trường học các cấp, chợ, TTTM...
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 5.45 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-06-01 14:24:44,Bán căn nhà ở xã hội ngay KCN Vsip 2 giá 580 triệu,Nhà mặt phố,0.58,70,Bến Cát,Bình Dương,2,2,,,"Vị trí: DT741, P. Chánh Phú Hoà, Bến Cát, Bình Dương 

Ngay KCN Vsip 2, gần chợ, xung quanh KDC đông đúc, dễ kinh doanh,..

Diện tích: 70m2 (5x14)

Giá chỉ 580 triệu 

Liên hệ trực tiếp: 0936883381 (không tiếp mô giới)"
2023-06-01 14:24:51,"Bán đất phố Hồng Tiến, Long Biên, đường thông ô tô rộng, sát phố nhộn nhịp, 140m, 16 tỷ 8",Nhà riêng,16.8,140,Long Biên,Hà Nội,,,,,"- Vị trí đất nhà mình bán gần cầu Chương Dương, Long Biên, đường Nguyễn Văn Cừ, Ái Mộ, Bồ Đề.
+ Có 3 hồ điều hoà phía Bồ Đề, trường quốc tế liên cấp wellspring ,trung tâm y tế, công viên phường Bồ Đề, qua đường Hoàng Như Tiếp là bệnh viện quốc tế Tâm Anh ... vỉa hè ô tô dừng đỗ ngày đêm.
+ Pháp lý: Sổ đỏ cất két đợi giao dịch.
- Liên hệ: 0965492571(xem nhà và tư vấn miễn phí)"
2023-06-01 14:40:15,"Bán Nhà Riêng Gò Vấp, Phường 5, Huỳnh Khương An, 3 Tầng, 3PN, 43m2, Sát Emart",Nhà riêng,4.7,44,Gò Vấp,TP Hồ Chí Minh,3,3,,,"Bán Nhà Gò Vấp.
Mô tả:
- Kết cấu BTCT 3 tầng 3PN 3WC, sân thượng, nội thất đầy đủ, vào ở ngay.
- Qua Bình Thạnh, Phú Nhuận, Thủ Đức vài phút chạy xe.
- Hẻm ba gác rất đẹp, thông thoáng, dân trí cao, hẻm thông tứ phía.
- Nhà còn rất mới, vào ở ngay.
- Pháp lý chuẩn sổ vuông vức như A4, hoàn công đầy đủ, sổ hồng chính chủ, công chứng nhanh trong ngày.
- Gọi ngay 0935610440 (Zalo) Mr Vinh xem nhà, đất trực tiếp.
- Bất động sản nhà phố Sài Gòn - Nhà đất giá rẻ - Gặp Chính Chủ Thương Lượng
#batdongsannhaphosaigon"
2023-06-01 10:25:37,"Bán nhà hẻm 10m ra MTĐ Lã Xuân Oai 50m2, chỉ 3 tỷ nhỉnh TNP A Thủ Đức",Nhà mặt phố,33.0,50,Quận 9,TP Hồ Chí Minh,,,,,"Bán nhà hẻm 10m ra MTĐ Lã Xuân Oai 50m2, chỉ 3 tỷ nhỉnh TNP A Thủ Đức
- Kết cấu BTCT 2 tầng 2PN 2WC. 
- Vị trí ngay ngã ba Lã Xuân Oai Lê Văn Việt, Chợ Nhỏ. 
- Hẻm sạch sẽ an ninh, yên tĩnh.
- Pháp lý sạch sẽ, sổ vuông vức, hoàn công đủ, công chứng ngay. 
LH 0905238089 chuyên Nhà phố Thủ Đức"
2023-05-31 12:03:06,"HẺM 7M XE TẢI TRÁNH  - NHÀ  ĐẸP - TÂN HƯƠNG, TÂN PHÚ - 4 TẦNG - 62M KD - CHỈ 7.5 TỶ TL.",Nhà mặt phố,7.5,62,Tân Phú,TP Hồ Chí Minh,4,4,,,"Mô tả:
????Hẻm 7m xe tải tránh nhau, cách mặt tiền Tân Hương chỉ 3 căn nhà. Kinh doanh mặt hàng gì cũng đỉnh của chóp. 

???? Khu cực Vip, toàn nhà cao tầng, khu dân trí cao. Phù hợp khách mở Spa, gội đầu dưỡng sinh, kinh doanh đa ngành nghề, ở đều tốt.

???? Kết cấu: 1 trệt, 2 lầu, sân thượng trước sau đúc BTCT từ trên xuống dưới cực kỳ chắc chắn. Trần nhà gỗ căm xe siêu xịn mịn.
- Trệt : Sân để xe, Phòng khách, phòng bếp, giếng trời, wc. 
- Lầu 1,2: 4 phòng ngủ khép kín wc trong phòng. Ban công, giếng trời lấy gió và ánh sáng toàn căn nhà.
- Lầu 3: Phòng thờ, 2 sân thượng trước sau bao thoáng mát.

???? Tiện ích bủa vây không thiếu thứ gì. UNBD, Bệnh viện, Trường học các cấp.

???? Sổ hồng đẹp không tỳ vết, không quy hoạch, không lộ giới, không lỗi phong thủy. Chính chủ 1 đời. Công chứng ngay khi khách thích.
=================================
☎️ LH: 0354.29.9320 Tú ( zalo nguồn nhà giá tốt )"
2023-05-31 13:37:39,"Nhà rộng mặt tiền kinh doanh 6m, gần Vietcombank Gò Dầu, 4.95 tỷ",Nhà riêng,4.95,46,Tân Phú,TP Hồ Chí Minh,3,2,,,"Nhà 2 tầng, sân thượng, sân phơi, gồm 3 phòng ngủ, 2 vệ sinh. Hẻm 6m thông thoáng, khu dân trí an ninh, tiện kinh doanh, mở công ty, cho thuê. Vị trí nhà gần mặt tiền đường nên đi lại thuận tiện. Tiện ích xung quanh đầy đủ. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian."
2023-05-31 13:50:19,TOÀ NHÀ VĂN PHÒNG ĐẲNG CẤP – HOÀNG QUỐC VIỆT - KHU VIP CẦU GIẤY– 9 TẦNG THANG MÁY – OTO TRÁNH,Nhà riêng,29.0,80,Cầu Giấy,Hà Nội,2,8,Đông,Đông,"TOÀ NHÀ VĂN PHÒNG ĐẲNG CẤP – HOÀNG QUỐC VIỆT – VÕ CHÍ CÔNG - KHU VIP CẦU GIẤY– 9 TẦNG THANG MÁY – OTO TRÁNH

Mô tả:
- Vị trí nằm mặt ngõ 2, cách mặt phố 20m, vị trí đẹp nhất ngõ, ngõ rộng ô tô tránh, ngõ thông tứ tung .
- Nhà xây mới hiện đang hoàn thiện. Thiết kế hiện đại, thang máy nhập khẩu.
- Diện tích 80m2, 9 tầng, mặt tiền 5m : 
+  Tầng 1: Gara ô tô, kinh doanh .
+ Tầng 2: Phòng khách, vệ sinh.
+ Tầng 3,4,5,6: Thông sàn, vệ sinh.
+ Tầng 7: 2 phòng ngủ khép kín.
+ Tầng 8: Phòng thờ, sân phơi rộng.
+ Tầng 9: Tum.
- Khu vực dân trí cao, hàng xóm thân thiện, an ninh đảm bảo tuyệt đối. 
- Sổ chính chủ, vuông vắn, sẵn sàng giao dịch.
- Liên hệ em Đức : 0363848024 để biết thêm thông tinn và xem nhà !

*** Ngoài ra, em còn có rất nhiều sản phẩm : Chung cư mini, toà nhà văn phòng, nhà ở, đất, ... ở các quận nội thành Hà Nội. Các anh, chị, bạn , ... có nhu cầu liên hệ em ạ !"
2023-05-31 14:15:02,"Bán nhà 2 tầng 61m2 gần bệnh viện Việt Tiệp mặt đường Hai Bà Trưng, Lê Chân, Hải Phòng 0796-336-866",Nhà mặt phố,14.2,61,Lê Chân,Hải Phòng,2,2,Bắc,Bắc,"❤️‍???? Bán nhà 2 tầng 61m2 mặt đường Hai Bà Trưng, Lê Chân, Hải Phòng????????
???? LH Mrs Tâm: 0796-336-866
???? Địa chỉ: Hai Bà Trưng, Lê Chân, Hải Phòng

- Diện tích: 61,3m2.
- Ngang: 4,1m.
- Hướng: Bắc
-  Đường rộng: 12m.
- Vỉa hè: 6m.

???? Sổ đỏ chính chủ, Pháp lý rõ ràng

???? Giá: 14,2 tỷ( TT)

???? Nhà 2 tầng về ở và kinh doanh buôn bán được luôn. Gần bệnh viện Việt Tiệp vị trí cực đẹp và duy nhất bán ở khu vực này.

???? Nhà đang cho thuê tầng 1 giá 12tr/tháng.

???? Thông tin chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng."
2023-05-31 14:16:18,MẶT TIỀN(12M+VỈA HÈ) TÂN PHÚ NHÀ BIỆT THỰ MINI THANG MÁY 6 TẦNG - 4x19.5m2 CHỈ 12.3 TỶ,Nhà mặt phố,12.3,78,Tân Phú,TP Hồ Chí Minh,,,,,"Mô tả:
+ 6 tầng Vip THANG MÁY XỊN. 5PN, sân thượng, phòng thờ, giếng trời. Nhà ỐP GẠCH ĐÁ mát lạnh.
+ MẶT TIỀN ĐƯỜNG 12M, VỈA HÈ 2M, khu vip phân lô nhà cao tầng.
+ Mặt tiền ở + kinh doanh, văn phòng, spa;  chủ bán nhà cho con du học CANADA.
Liên hệ: 0354095924"
2023-05-31 14:30:28,LÝ THÁNH TÔNG- NHÀ MỚI ĐẸP VÀO Ở NGAY - 2 TẦNG - 46M2 - TẶNG NỘI THẤT - SÁT HỒ BƠI - GIẢM 3.5 TỶ XUỐNG 3.19 TỶ,Nhà,3.19,46,Tân Phú,TP Hồ Chí Minh,2,2,,,"Mô tả: 
+ Kết cấu: 1 trệt, 1 lầu gồm: 2PN,  2WC, 1PK, 1PB 
+ Nhà mới đẹp vào ở ngay. Nhà có giếng trời rất sáng sủa. 
+ Hẻm ba gác, sạch đẹp. 
+ Khu vực dân cư đông đúc, hàng xóm thân thiện. Tiện ích xung quanh đầy đủ. 
+ Nhà phù hợp với gia đình 4 người ở. 
+ Sổ hồng chính chủ, SẴN KÉT,  công chứng ngay."
2023-05-31 14:32:12,Hàng ngon mà còn HÓT nữa đây P15 Thống Nhất Gò Vấp nhỉnh 2 tỷ,Nhà,,28,Gò Vấp,TP Hồ Chí Minh,2,2,,,"- Bán gấp nhà xinh xắn đúc mới trệt lầu. Hẻm xe hơi gần nhà DT 4.3 X 6.5 nở hậu nhẹ. Nhà thiết kế thông minh rất xinh xắn ấm cúng. SH công nhận 26.7m hoàn công đủ.
- Gồm có 2 PN, 2 WC. Trước nhà có khoảng sân rộng để xe thoải mái. Tặng toàn bộ nội thất máy lạnh, bàn ghế, giường tủ thông minh thiết kế theo nhà.
- Gần sát chợ và nhà thờ đi bộ vài bước chân."
2023-05-31 14:36:36,TRUNG TÂM PHÚ NHUẬN - 50m2 - 4.5 TỶ ( THƯƠNG LƯỢNG) 30m RA MẶT TIỀN - SỔ NỞ HẬU,Nhà,4.5,50,Phú Nhuận,TP Hồ Chí Minh,3,2,Đông-Nam,,"Mô tả: 
+ Ngay chợ, gần trường học mẫu giáo dòng sơ, gần trường cấp 1, 2, 3. Gần nhà thờ tiện đi lễ, cách siêu thị bigc, coopmart 1km, cách công viên hoàng văn thụ, gia định 2km. 
- Cách hồ văn huê 50m, hoàng văn thụ 150m. 
- Diện tích đất: 48,6 m2, diện tích sử dụng 95m². 
- Hướng đông nam nên rất mát. 
- Nhà 1 trệt 1 lầu, 1 PK, 1 PB, 3 PN, 2 WC. Có sân để xe an toàn. 
- Thích hợp làm văn phòng, kho, công ty. 
- Sổ hồng riêng, nở hậu tài lộc.bông."
2023-05-31 14:45:11,Bán nhà mới xây ở nên chắc chắn 1 trệt 1 lầu 100m2 Mỹ Hạnh Đức Hòa,Nhà riêng,0.8,100,Đức Hòa,Long An,2,2,,,"Hot Hot nhà mới xây nội thất cao cấp đầy đủ ở trong khu dân cư Xuyên Á Mỹ Hạnh Đức Hòa
- Kết Cấu :1 trệt 1 lầu với phòng khách, bếp , 2phòng ngủ ,2wc, ban công, vỉa hè, có sân đậu xe .
DT: 5x20 ( 100m2 thổ cư )
Giá: 800 triệu (sổ hồng riêng ) mua công chứng liền bao giấy tờ công chứng, có ngân hàng hỗ trợ vay
- Vị trí thuận tiện về trung tâm thành phố và các tiện ích đầy đủ trong bán kính 1km VD:chợ Xuyên á, bệnh viện Sài Gòn, nhà thờ, chùa, bách hóa xanh, siêu thị, khu công nghiệp, công viên,....
- Thích hợp mua bán kinh doanh hoặc đầu tư cho thuê
-Nhà xây để ở nên được đúc chắc chắn. Thiện chí tôi tặng bộ nội thất hiện đại trong nhà.
- Để tránh mất thời gian Lh trực tiếp xem nhà miễn phí"
